epoch,lr-Adam,step,train_loss_epoch,train_loss_step,train_mae_log,train_mape_log,val_loss,val_mae_dollars,val_mae_log,val_mape_dollars,val_mape_log
1,,439,,0.2781742215156555,,,,,,,
1,,449,,0.26011890172958374,,,,,,,
1,,459,,0.3218826651573181,,,,,,,
1,,469,,0.26416388154029846,,,,,,,
1,,473,,,,,0.09310329705476761,20250366.0,0.3258310854434967,1285.9217529296875,2.4929351806640625
1,,473,0.3839932978153229,,0.7444113492965698,5.693483829498291,,,,,
,0.0002,474,,,,,,,,,
2,,479,,0.2995080053806305,,,,,,,
2,,489,,0.29915815591812134,,,,,,,
2,,499,,0.22418904304504395,,,,,,,
2,,509,,0.2745009958744049,,,,,,,
2,,519,,0.2612221837043762,,,,,,,
2,,529,,0.3006584048271179,,,,,,,
2,,539,,0.2875877916812897,,,,,,,
2,,549,,0.21217387914657593,,,,,,,
2,,559,,0.26498764753341675,,,,,,,
2,,569,,0.37475183606147766,,,,,,,
2,,579,,0.3190007209777832,,,,,,,
2,,589,,0.2865923047065735,,,,,,,
2,,599,,0.33939623832702637,,,,,,,
2,,609,,0.2965821921825409,,,,,,,
2,,619,,0.27675533294677734,,,,,,,
2,,629,,0.22567959129810333,,,,,,,
2,,639,,0.23730139434337616,,,,,,,
2,,649,,0.25405848026275635,,,,,,,
2,,659,,0.2074105441570282,,,,,,,
2,,669,,0.19737523794174194,,,,,,,
2,,679,,0.26594674587249756,,,,,,,
2,,689,,0.2183590531349182,,,,,,,
2,,699,,0.23527920246124268,,,,,,,
2,,709,,0.24518048763275146,,,,,,,
2,,710,,,,,0.05042048916220665,4044655.0,0.23738402128219604,270.1156005859375,1.8210963010787964
2,,710,0.24638205766677856,,0.5758293271064758,4.4077839851379395,,,,,
,0.0002,711,,,,,,,,,
3,,719,,0.2869516909122467,,,,,,,
3,,729,,0.21405203640460968,,,,,,,
3,,739,,0.2036724090576172,,,,,,,
3,,749,,0.23515021800994873,,,,,,,
3,,759,,0.1496710330247879,,,,,,,
3,,769,,0.19069691002368927,,,,,,,
3,,779,,0.20422130823135376,,,,,,,
3,,789,,0.2555335760116577,,,,,,,
3,,799,,0.22693100571632385,,,,,,,
3,,809,,0.19290290772914886,,,,,,,
3,,819,,0.21805164217948914,,,,,,,
3,,829,,0.26725369691848755,,,,,,,
3,,839,,0.27757614850997925,,,,,,,
3,,849,,0.22645357251167297,,,,,,,
3,,859,,0.27063167095184326,,,,,,,
3,,869,,0.1981276422739029,,,,,,,
3,,879,,0.21078860759735107,,,,,,,
3,,889,,0.17121189832687378,,,,,,,
3,,899,,0.2787848114967346,,,,,,,
3,,909,,0.1694972962141037,,,,,,,
3,,919,,0.22067423164844513,,,,,,,
3,,929,,0.22944709658622742,,,,,,,
3,,939,,0.23880723118782043,,,,,,,
3,,947,,,,,0.0340767502784729,219479.03125,0.19452480971813202,25.888521194458008,1.4864692687988281
3,,947,0.2221108227968216,,0.5434227585792542,4.1629133224487305,,,,,
,0.0002,948,,,,,,,,,
4,,949,,0.24211667478084564,,,,,,,
4,,959,,0.1927701085805893,,,,,,,
4,,969,,0.22013571858406067,,,,,,,
4,,979,,0.1996663212776184,,,,,,,
4,,989,,0.24875915050506592,,,,,,,
4,,999,,0.2176651954650879,,,,,,,
4,,1009,,0.21505722403526306,,,,,,,
4,,1019,,0.23052865266799927,,,,,,,
4,,1029,,0.19738760590553284,,,,,,,
4,,1039,,0.2454097718000412,,,,,,,
4,,1049,,0.20769307017326355,,,,,,,
4,,1059,,0.17952965199947357,,,,,,,
4,,1069,,0.1837357133626938,,,,,,,
4,,1079,,0.17500104010105133,,,,,,,
4,,1089,,0.18421263992786407,,,,,,,
4,,1099,,0.25595253705978394,,,,,,,
4,,1109,,0.2033308446407318,,,,,,,
4,,1119,,0.18493369221687317,,,,,,,
4,,1129,,0.14206373691558838,,,,,,,
4,,1139,,0.2054382562637329,,,,,,,
4,,1149,,0.21598124504089355,,,,,,,
4,,1159,,0.1908223032951355,,,,,,,
4,,1169,,0.16527751088142395,,,,,,,
4,,1179,,0.2955353260040283,,,,,,,
4,,1184,,,,,0.02780405431985855,123848.8125,0.17186516523361206,19.012378692626953,1.3171526193618774
4,,1184,0.2086678147315979,,0.5263584852218628,4.032993316650391,,,,,
,0.0002,1185,,,,,,,,,
5,,1189,,0.2337239682674408,,,,,,,
5,,1199,,0.24448421597480774,,,,,,,
5,,1209,,0.15386728942394257,,,,,,,
5,,1219,,0.17668423056602478,,,,,,,
5,,1229,,0.1552528291940689,,,,,,,
5,,1239,,0.21002551913261414,,,,,,,
5,,1249,,0.2203231304883957,,,,,,,
5,,1259,,0.24715444445610046,,,,,,,
5,,1269,,0.21815939247608185,,,,,,,
5,,1279,,0.21251973509788513,,,,,,,
5,,1289,,0.20434153079986572,,,,,,,
5,,1299,,0.2360031008720398,,,,,,,
5,,1309,,0.17613385617733002,,,,,,,
5,,1319,,0.20251311361789703,,,,,,,
5,,1329,,0.20856043696403503,,,,,,,
5,,1339,,0.2446494698524475,,,,,,,
5,,1349,,0.16969147324562073,,,,,,,
5,,1359,,0.20320510864257812,,,,,,,
5,,1369,,0.1971694380044937,,,,,,,
5,,1379,,0.16641440987586975,,,,,,,
5,,1389,,0.17104268074035645,,,,,,,
5,,1399,,0.15893904864788055,,,,,,,
5,,1409,,0.24024716019630432,,,,,,,
5,,1419,,0.16492681205272675,,,,,,,
5,,1421,,,,,0.027653945609927177,116525.703125,0.1747831255197525,19.860549926757812,1.3437070846557617
5,,1421,0.19407542049884796,,0.5052713751792908,3.872979164123535,,,,,
,0.0002,1422,,,,,,,,,
6,,1429,,0.19619736075401306,,,,,,,
6,,1439,,0.2695979177951813,,,,,,,
6,,1449,,0.16937386989593506,,,,,,,
6,,1459,,0.2151166796684265,,,,,,,
6,,1469,,0.1841244399547577,,,,,,,
6,,1479,,0.22261881828308105,,,,,,,
6,,1489,,0.20435431599617004,,,,,,,
6,,1499,,0.16866786777973175,,,,,,,
6,,1509,,0.17533601820468903,,,,,,,
6,,1519,,0.17033113539218903,,,,,,,
6,,1529,,0.17060689628124237,,,,,,,
6,,1539,,0.1941850483417511,,,,,,,
6,,1549,,0.21891041100025177,,,,,,,
6,,1559,,0.17519186437129974,,,,,,,
6,,1569,,0.1500297635793686,,,,,,,
6,,1579,,0.1588447093963623,,,,,,,
6,,1589,,0.1309477984905243,,,,,,,
6,,1599,,0.20859530568122864,,,,,,,
6,,1609,,0.21661105751991272,,,,,,,
6,,1619,,0.22026938199996948,,,,,,,
6,,1629,,0.2418183982372284,,,,,,,
6,,1639,,0.15212449431419373,,,,,,,
6,,1649,,0.18893472850322723,,,,,,,
6,,1658,,,,,0.024211132898926735,136870.890625,0.16069993376731873,18.466751098632812,1.228195071220398
6,,1658,0.18995517492294312,,0.49948522448539734,3.828270673751831,,,,,
,0.0002,1659,,,,,,,,,
7,,1659,,0.1942143738269806,,,,,,,
7,,1669,,0.18666645884513855,,,,,,,
7,,1679,,0.20092704892158508,,,,,,,
7,,1689,,0.22940510511398315,,,,,,,
7,,1699,,0.22294111549854279,,,,,,,
7,,1709,,0.21272361278533936,,,,,,,
7,,1719,,0.17755885422229767,,,,,,,
7,,1729,,0.15208128094673157,,,,,,,
7,,1739,,0.2105996310710907,,,,,,,
7,,1749,,0.2073107212781906,,,,,,,
7,,1759,,0.12900489568710327,,,,,,,
7,,1769,,0.159893199801445,,,,,,,
7,,1779,,0.19704455137252808,,,,,,,
7,,1789,,0.2127528190612793,,,,,,,
7,,1799,,0.16775831580162048,,,,,,,
7,,1809,,0.12133245915174484,,,,,,,
7,,1819,,0.18728649616241455,,,,,,,
7,,1829,,0.2111331820487976,,,,,,,
7,,1839,,0.1543765664100647,,,,,,,
7,,1849,,0.20647263526916504,,,,,,,
7,,1859,,0.15369820594787598,,,,,,,
7,,1869,,0.14325746893882751,,,,,,,
7,,1879,,0.18548625707626343,,,,,,,
7,,1889,,0.16260364651679993,,,,,,,
7,,1895,,,,,0.02281857840716839,113348.234375,0.15700754523277283,17.54693603515625,1.2031534910202026
7,,1895,0.17823338508605957,,0.483064740896225,3.7012619972229004,,,,,
,0.0002,1896,,,,,,,,,
8,,1899,,0.23359090089797974,,,,,,,
8,,1909,,0.19634480774402618,,,,,,,
8,,1919,,0.14402556419372559,,,,,,,
8,,1929,,0.17890536785125732,,,,,,,
8,,1939,,0.17466498911380768,,,,,,,
8,,1949,,0.17891357839107513,,,,,,,
8,,1959,,0.19580060243606567,,,,,,,
8,,1969,,0.17188839614391327,,,,,,,
8,,1979,,0.19499504566192627,,,,,,,
8,,1989,,0.21630944311618805,,,,,,,
8,,1999,,0.17956843972206116,,,,,,,
8,,2009,,0.15141087770462036,,,,,,,
8,,2019,,0.22820380330085754,,,,,,,
8,,2029,,0.18837393820285797,,,,,,,
8,,2039,,0.16072458028793335,,,,,,,
8,,2049,,0.20431679487228394,,,,,,,
8,,2059,,0.13630731403827667,,,,,,,
8,,2069,,0.1952398270368576,,,,,,,
8,,2079,,0.24524343013763428,,,,,,,
8,,2089,,0.15387491881847382,,,,,,,
8,,2099,,0.16775351762771606,,,,,,,
8,,2109,,0.2017049789428711,,,,,,,
8,,2119,,0.1939893662929535,,,,,,,
8,,2129,,0.23426860570907593,,,,,,,
8,,2132,,,,,0.021958570927381516,85000.6875,0.15399040281772614,15.04352855682373,1.1789220571517944
8,,2132,0.17536573112010956,,0.4789779782295227,3.6704187393188477,,,,,
,0.0002,2133,,,,,,,,,
9,,2139,,0.1454910933971405,,,,,,,
9,,2149,,0.2071848213672638,,,,,,,
9,,2159,,0.17209839820861816,,,,,,,
9,,2169,,0.15158595144748688,,,,,,,
9,,2179,,0.17274832725524902,,,,,,,
9,,2189,,0.18618616461753845,,,,,,,
9,,2199,,0.22871078550815582,,,,,,,
9,,2209,,0.15794844925403595,,,,,,,
9,,2219,,0.18337826430797577,,,,,,,
9,,2229,,0.13521221280097961,,,,,,,
9,,2239,,0.12679614126682281,,,,,,,
9,,2249,,0.13616102933883667,,,,,,,
9,,2259,,0.14768360555171967,,,,,,,
9,,2269,,0.1376792937517166,,,,,,,
9,,2279,,0.1671774983406067,,,,,,,
9,,2289,,0.1364440619945526,,,,,,,
9,,2299,,0.18782031536102295,,,,,,,
9,,2309,,0.13713572919368744,,,,,,,
9,,2319,,0.14524534344673157,,,,,,,
9,,2329,,0.20209017395973206,,,,,,,
9,,2339,,0.12771646678447723,,,,,,,
9,,2349,,0.2146964818239212,,,,,,,
9,,2359,,0.17310775816440582,,,,,,,
9,,2369,,0.1802075058221817,,,,,,,
9,,2369,,,,,0.02155420184135437,87405.828125,0.15552355349063873,14.953065872192383,1.1885027885437012
9,,2369,0.17082886397838593,,0.4729732573032379,3.6263487339019775,,,,,
,0.0002,2370,,,,,,,,,
10,,2379,,0.16572178900241852,,,,,,,
10,,2389,,0.15133436024188995,,,,,,,
10,,2399,,0.14470890164375305,,,,,,,
10,,2409,,0.19659890234470367,,,,,,,
10,,2419,,0.1435144990682602,,,,,,,
10,,2429,,0.08887207508087158,,,,,,,
10,,2439,,0.18465521931648254,,,,,,,
10,,2449,,0.1812925636768341,,,,,,,
10,,2459,,0.15112462639808655,,,,,,,
10,,2469,,0.18608734011650085,,,,,,,
10,,2479,,0.1710822880268097,,,,,,,
10,,2489,,0.1489780694246292,,,,,,,
10,,2499,,0.14367017149925232,,,,,,,
10,,2509,,0.17214034497737885,,,,,,,
10,,2519,,0.15731489658355713,,,,,,,
10,,2529,,0.1953282654285431,,,,,,,
10,,2539,,0.1372459977865219,,,,,,,
10,,2549,,0.14705638587474823,,,,,,,
10,,2559,,0.15157486498355865,,,,,,,
10,,2569,,0.1358271986246109,,,,,,,
10,,2579,,0.17052091658115387,,,,,,,
10,,2589,,0.18815454840660095,,,,,,,
10,,2599,,0.14118416607379913,,,,,,,
10,,2606,,,,,0.020055992528796196,85007.78125,0.1437879502773285,15.679471015930176,1.1075738668441772
10,,2606,0.16032662987709045,,0.45682114362716675,3.5022647380828857,,,,,
,0.0002,2607,,,,,,,,,
11,,2609,,0.19262543320655823,,,,,,,
11,,2619,,0.21605300903320312,,,,,,,
11,,2629,,0.13815316557884216,,,,,,,
11,,2639,,0.12185605615377426,,,,,,,
11,,2649,,0.1650823950767517,,,,,,,
11,,2659,,0.10900256037712097,,,,,,,
11,,2669,,0.15648141503334045,,,,,,,
11,,2679,,0.1640762984752655,,,,,,,
11,,2689,,0.14559438824653625,,,,,,,
11,,2699,,0.19610005617141724,,,,,,,
11,,2709,,0.17757973074913025,,,,,,,
11,,2719,,0.14732375741004944,,,,,,,
11,,2729,,0.1698514223098755,,,,,,,
11,,2739,,0.13919205963611603,,,,,,,
11,,2749,,0.17756889760494232,,,,,,,
11,,2759,,0.15094347298145294,,,,,,,
11,,2769,,0.1631913036108017,,,,,,,
11,,2779,,0.19292764365673065,,,,,,,
11,,2789,,0.1492808759212494,,,,,,,
11,,2799,,0.1812763810157776,,,,,,,
11,,2809,,0.15238231420516968,,,,,,,
11,,2819,,0.1356222927570343,,,,,,,
11,,2829,,0.18579231202602386,,,,,,,
11,,2839,,0.1599632352590561,,,,,,,
11,,2843,,,,,0.022341260686516762,89767.4296875,0.1629139631986618,16.003538131713867,1.2493034601211548
11,,2843,0.1537097841501236,,0.446139395236969,3.419984817504883,,,,,
,0.0002,2844,,,,,,,,,
12,,2849,,0.20441189408302307,,,,,,,
12,,2859,,0.20415300130844116,,,,,,,
12,,2869,,0.12440596520900726,,,,,,,
12,,2879,,0.1464201658964157,,,,,,,
12,,2889,,0.18146410584449768,,,,,,,
12,,2899,,0.17259076237678528,,,,,,,
12,,2909,,0.14783021807670593,,,,,,,
12,,2919,,0.187174990773201,,,,,,,
12,,2929,,0.16784797608852386,,,,,,,
12,,2939,,0.16934821009635925,,,,,,,
12,,2949,,0.13283365964889526,,,,,,,
12,,2959,,0.1615670621395111,,,,,,,
12,,2969,,0.1132269948720932,,,,,,,
12,,2979,,0.19050061702728271,,,,,,,
12,,2989,,0.12811534106731415,,,,,,,
12,,2999,,0.1760767549276352,,,,,,,
12,,3009,,0.12693995237350464,,,,,,,
12,,3019,,0.10312902182340622,,,,,,,
12,,3029,,0.14655423164367676,,,,,,,
12,,3039,,0.11308930814266205,,,,,,,
12,,3049,,0.1572900414466858,,,,,,,
12,,3059,,0.1232062429189682,,,,,,,
12,,3069,,0.12258897721767426,,,,,,,
12,,3079,,0.13195659220218658,,,,,,,
12,,3080,,,,,0.022309359163045883,93373.8125,0.1561245620250702,15.469213485717773,1.1947473287582397
12,,3080,0.14905481040477753,,0.43907833099365234,3.3661296367645264,,,,,
,0.0002,3081,,,,,,,,,
13,,3089,,0.16260495781898499,,,,,,,
13,,3099,,0.1955692023038864,,,,,,,
13,,3109,,0.10661367326974869,,,,,,,
13,,3119,,0.1982572078704834,,,,,,,
13,,3129,,0.12502573430538177,,,,,,,
13,,3139,,0.14783883094787598,,,,,,,
13,,3149,,0.13177479803562164,,,,,,,
13,,3159,,0.17137804627418518,,,,,,,
13,,3169,,0.1595325917005539,,,,,,,
13,,3179,,0.16650927066802979,,,,,,,
13,,3189,,0.16340819001197815,,,,,,,
13,,3199,,0.15045835077762604,,,,,,,
13,,3209,,0.13548070192337036,,,,,,,
13,,3219,,0.1162368506193161,,,,,,,
13,,3229,,0.17605960369110107,,,,,,,
13,,3239,,0.15030521154403687,,,,,,,
13,,3249,,0.10969436913728714,,,,,,,
13,,3259,,0.16606014966964722,,,,,,,
13,,3269,,0.12533770501613617,,,,,,,
13,,3279,,0.1325821876525879,,,,,,,
13,,3289,,0.14383381605148315,,,,,,,
13,,3299,,0.133951336145401,,,,,,,
13,,3309,,0.14752806723117828,,,,,,,
13,,3317,,,,,0.024696961045265198,98480.15625,0.1674291491508484,15.891339302062988,1.2752021551132202
13,,3317,0.1466725617647171,,0.4364291727542877,3.34689998626709,,,,,
,0.0002,3318,,,,,,,,,
14,,3319,,0.16194899380207062,,,,,,,
14,,3329,,0.17568710446357727,,,,,,,
14,,3339,,0.1713401973247528,,,,,,,
14,,3349,,0.11117318272590637,,,,,,,
14,,3359,,0.11209076642990112,,,,,,,
14,,3369,,0.17626678943634033,,,,,,,
14,,3379,,0.13426238298416138,,,,,,,
14,,3389,,0.12306966632604599,,,,,,,
14,,3399,,0.10497599095106125,,,,,,,
14,,3409,,0.13834364712238312,,,,,,,
14,,3419,,0.1709761917591095,,,,,,,
14,,3429,,0.15580105781555176,,,,,,,
14,,3439,,0.13955825567245483,,,,,,,
14,,3449,,0.14256954193115234,,,,,,,
14,,3459,,0.13736537098884583,,,,,,,
14,,3469,,0.11618751287460327,,,,,,,
14,,3479,,0.13271307945251465,,,,,,,
14,,3489,,0.12176159769296646,,,,,,,
14,,3499,,0.13257762789726257,,,,,,,
14,,3509,,0.14513802528381348,,,,,,,
14,,3519,,0.13790592551231384,,,,,,,
14,,3529,,0.14367200434207916,,,,,,,
14,,3539,,0.16813087463378906,,,,,,,
14,,3549,,0.17955689132213593,,,,,,,
14,,3554,,,,,0.025693470612168312,119369.8828125,0.1660202592611313,19.799428939819336,1.2777827978134155
14,,3554,0.1407276690006256,,0.42472419142723083,3.2552032470703125,,,,,
,0.0002,3555,,,,,,,,,
15,,3559,,0.1691775619983673,,,,,,,
15,,3569,,0.11480868607759476,,,,,,,
15,,3579,,0.10404244065284729,,,,,,,
15,,3589,,0.1441275179386139,,,,,,,
15,,3599,,0.15196599066257477,,,,,,,
15,,3609,,0.1408441960811615,,,,,,,
15,,3619,,0.13811904191970825,,,,,,,
15,,3629,,0.1168423593044281,,,,,,,
15,,3639,,0.1069561094045639,,,,,,,
15,,3649,,0.1488964855670929,,,,,,,
15,,3659,,0.14228716492652893,,,,,,,
15,,3669,,0.1503690928220749,,,,,,,
15,,3679,,0.12916865944862366,,,,,,,
15,,3689,,0.18056046962738037,,,,,,,
15,,3699,,0.14827510714530945,,,,,,,
15,,3709,,0.12900298833847046,,,,,,,
15,,3719,,0.12098661810159683,,,,,,,
15,,3729,,0.14124758541584015,,,,,,,
15,,3739,,0.11752542108297348,,,,,,,
15,,3749,,0.13066624104976654,,,,,,,
15,,3759,,0.15218396484851837,,,,,,,
15,,3769,,0.10713541507720947,,,,,,,
15,,3779,,0.16956500709056854,,,,,,,
15,,3789,,0.11980598419904709,,,,,,,
15,,3791,,,,,0.019651338458061218,82330.765625,0.14612197875976562,15.37405014038086,1.1242183446884155
15,,3791,0.13533589243888855,,0.41708096861839294,3.1974048614501953,,,,,
,0.0002,3792,,,,,,,,,
16,,3799,,0.10213887691497803,,,,,,,
16,,3809,,0.1771022528409958,,,,,,,
16,,3819,,0.13659709692001343,,,,,,,
16,,3829,,0.1069808229804039,,,,,,,
16,,3839,,0.1426103711128235,,,,,,,
16,,3849,,0.12166017293930054,,,,,,,
16,,3859,,0.11581982672214508,,,,,,,
16,,3869,,0.14677836000919342,,,,,,,
16,,3879,,0.1722324788570404,,,,,,,
16,,3889,,0.12807953357696533,,,,,,,
16,,3899,,0.09699803590774536,,,,,,,
16,,3909,,0.13227210938930511,,,,,,,
16,,3919,,0.1531030833721161,,,,,,,
16,,3929,,0.1498236060142517,,,,,,,
16,,3939,,0.13227473199367523,,,,,,,
16,,3949,,0.14942237734794617,,,,,,,
16,,3959,,0.1317831128835678,,,,,,,
16,,3969,,0.09737417846918106,,,,,,,
16,,3979,,0.16527116298675537,,,,,,,
16,,3989,,0.1282576024532318,,,,,,,
16,,3999,,0.11633583158254623,,,,,,,
16,,4009,,0.12212448567152023,,,,,,,
16,,4019,,0.11594442278146744,,,,,,,
16,,4028,,,,,0.01998107321560383,83349.96875,0.1476326882839203,14.722564697265625,1.130760669708252
16,,4028,0.13278824090957642,,0.41430535912513733,3.176823616027832,,,,,
,0.0002,4029,,,,,,,,,
17,,4029,,0.18058118224143982,,,,,,,
17,,4039,,0.14681324362754822,,,,,,,
17,,4049,,0.13965946435928345,,,,,,,
17,,4059,,0.17010080814361572,,,,,,,
17,,4069,,0.1290057897567749,,,,,,,
17,,4079,,0.12102729827165604,,,,,,,
17,,4089,,0.15135911107063293,,,,,,,
17,,4099,,0.1456831842660904,,,,,,,
17,,4109,,0.11779558658599854,,,,,,,
17,,4119,,0.11244741827249527,,,,,,,
17,,4129,,0.14411979913711548,,,,,,,
17,,4139,,0.1487589031457901,,,,,,,
17,,4149,,0.14308606088161469,,,,,,,
17,,4159,,0.1488814502954483,,,,,,,
17,,4169,,0.09459749609231949,,,,,,,
17,,4179,,0.1580009013414383,,,,,,,
17,,4189,,0.1244993656873703,,,,,,,
17,,4199,,0.1087920218706131,,,,,,,
17,,4209,,0.13331520557403564,,,,,,,
17,,4219,,0.15771633386611938,,,,,,,
17,,4229,,0.10262523591518402,,,,,,,
17,,4239,,0.12812310457229614,,,,,,,
17,,4249,,0.12864400446414948,,,,,,,
17,,4259,,0.16023454070091248,,,,,,,
17,,4265,,,,,0.026688167825341225,93005.21875,0.17635531723499298,16.13720703125,1.3484200239181519
17,,4265,0.12929126620292664,,0.4068046510219574,3.118398904800415,,,,,
,0.0002,4266,,,,,,,,,
18,,4269,,0.12245525419712067,,,,,,,
18,,4279,,0.15012305974960327,,,,,,,
18,,4289,,0.0938272550702095,,,,,,,
18,,4299,,0.09932630509138107,,,,,,,
18,,4309,,0.08736532181501389,,,,,,,
18,,4319,,0.09760752320289612,,,,,,,
18,,4329,,0.17225661873817444,,,,,,,
18,,4339,,0.1655346304178238,,,,,,,
18,,4349,,0.10864582657814026,,,,,,,
18,,4359,,0.11429984867572784,,,,,,,
18,,4369,,0.1288096159696579,,,,,,,
18,,4379,,0.14666962623596191,,,,,,,
18,,4389,,0.10094678401947021,,,,,,,
18,,4399,,0.12573309242725372,,,,,,,
18,,4409,,0.10932425409555435,,,,,,,
18,,4419,,0.11986050754785538,,,,,,,
18,,4429,,0.14076131582260132,,,,,,,
18,,4439,,0.09800302982330322,,,,,,,
18,,4449,,0.1261782944202423,,,,,,,
18,,4459,,0.16880032420158386,,,,,,,
18,,4469,,0.10111099481582642,,,,,,,
18,,4479,,0.13950511813163757,,,,,,,
18,,4489,,0.11808360368013382,,,,,,,
18,,4499,,0.09789299964904785,,,,,,,
18,,4502,,,,,0.01844768598675728,77213.03125,0.14002986252307892,14.931411743164062,1.0800365209579468
18,,4502,0.1253131777048111,,0.402179092168808,3.082573413848877,,,,,
,0.0002,4503,,,,,,,,,
19,,4509,,0.1418628692626953,,,,,,,
19,,4519,,0.1572992205619812,,,,,,,
19,,4529,,0.155307799577713,,,,,,,
19,,4539,,0.11964534968137741,,,,,,,
19,,4549,,0.0946948304772377,,,,,,,
19,,4559,,0.1422865241765976,,,,,,,
19,,4569,,0.10569046437740326,,,,,,,
19,,4579,,0.12283597141504288,,,,,,,
19,,4589,,0.11678117513656616,,,,,,,
19,,4599,,0.1201692670583725,,,,,,,
19,,4609,,0.1118953600525856,,,,,,,
19,,4619,,0.14342209696769714,,,,,,,
19,,4629,,0.11535128206014633,,,,,,,
19,,4639,,0.1401941180229187,,,,,,,
19,,4649,,0.1243564635515213,,,,,,,
19,,4659,,0.1104983314871788,,,,,,,
19,,4669,,0.16527464985847473,,,,,,,
19,,4679,,0.1062442809343338,,,,,,,
19,,4689,,0.11641879379749298,,,,,,,
19,,4699,,0.11798367649316788,,,,,,,
19,,4709,,0.12206166982650757,,,,,,,
19,,4719,,0.15186433494091034,,,,,,,
19,,4729,,0.08690091967582703,,,,,,,
19,,4739,,0.1385427713394165,,,,,,,
19,,4739,,,,,0.01816680282354355,78743.8828125,0.1383959949016571,13.914355278015137,1.0608528852462769
19,,4739,0.11821481585502625,,0.3894139528274536,2.984316825866699,,,,,
,0.0002,4740,,,,,,,,,
20,,4749,,0.1285322904586792,,,,,,,
20,,4759,,0.12556351721286774,,,,,,,
20,,4769,,0.11576059460639954,,,,,,,
20,,4779,,0.14119663834571838,,,,,,,
20,,4789,,0.1010727509856224,,,,,,,
20,,4799,,0.11780974268913269,,,,,,,
20,,4809,,0.12431978434324265,,,,,,,
20,,4819,,0.10468102246522903,,,,,,,
20,,4829,,0.13109122216701508,,,,,,,
20,,4839,,0.12163787335157394,,,,,,,
20,,4849,,0.13193334639072418,,,,,,,
20,,4859,,0.08442389219999313,,,,,,,
20,,4869,,0.11172851920127869,,,,,,,
20,,4879,,0.14976873993873596,,,,,,,
20,,4889,,0.1315152794122696,,,,,,,
20,,4899,,0.12646733224391937,,,,,,,
20,,4909,,0.10229098051786423,,,,,,,
20,,4919,,0.11936263740062714,,,,,,,
20,,4929,,0.10864973068237305,,,,,,,
20,,4939,,0.11448724567890167,,,,,,,
20,,4949,,0.10161945223808289,,,,,,,
20,,4959,,0.117035873234272,,,,,,,
20,,4969,,0.12707141041755676,,,,,,,
20,,4976,,,,,0.02257724478840828,91151.4453125,0.16105006635189056,14.998851776123047,1.226889729499817
20,,4976,0.11762884259223938,,0.388620525598526,2.979825258255005,,,,,
,0.0002,4977,,,,,,,,,
21,,4979,,0.11727692931890488,,,,,,,
21,,4989,,0.1380765289068222,,,,,,,
21,,4999,,0.07871727645397186,,,,,,,
21,,5009,,0.10586635023355484,,,,,,,
21,,5019,,0.11516449600458145,,,,,,,
21,,5029,,0.08630545437335968,,,,,,,
21,,5039,,0.103179931640625,,,,,,,
21,,5049,,0.0771629735827446,,,,,,,
21,,5059,,0.11373232305049896,,,,,,,
21,,5069,,0.12417472153902054,,,,,,,
21,,5079,,0.09641670435667038,,,,,,,
